carry_VERB,576
report_SUBST,573
exactly_ADV,571
hang_VERB,571
mrs_SUBST,571
bother_VERB,570
town_SUBST,569
cup_SUBST,568
later_ADV,567
certainly_ADV,565
usually_ADV,565
shut_VERB,564
david_SUBST,563
under_PREP,557
soon_ADV,555
late_ADJ,554
happy_ADJ,552
line_SUBST,552
office_SUBST,546
fall_VERB,545
bet_VERB,544
eleven_ADJ,543
myself_PRON,543
stick_VERB,541
father_SUBST,537
light_SUBST,535
cheap_ADJ,526
far_ADV,524
trouble_SUBST,524
difficult_ADJ,523
die_VERB,522
front_SUBST,521
once_ADV,521
weekend_SUBST,521
eighty_ADJ,518
o_SUBST,518
least_ADV,517
decide_VERB,513
company_SUBST,512
country_SUBST,511
holiday_SUBST,511
bus_SUBST,510
enjoy_VERB,510
hospital_SUBST,510
pull_VERB,509
thanks_SUBST,508
pardon_SUBST,507
miss_VERB,505
win_VERB,505
coffee_SUBST,503
world_SUBST,503
where_CONJ,502
both_ADJ,501
love_SUBST,501
red_ADJ,501
load_SUBST,499
across_PREP,495
nobody_PRON,493
true_ADJ,492
mind_SUBST,490
set_VERB,490
yours_PRON,489
food_SUBST,488
quarter_SUBST,487
sound_VERB,486
lady_SUBST,485
second_ADJ,483
garden_SUBST,481
bill_SUBST,480
hell_SUBST,479
leg_SUBST,479
mark_SUBST,477
wednesday_SUBST,477
picture_SUBST,476
local_ADJ,475
m_SUBST,475
price_SUBST,475
business_SUBST,474
face_SUBST,473
bloody_ADV,469
birthday_SUBST,468
drive_VERB,467
kitchen_SUBST,466
sort_VERB,457
break_VERB,456
allow_VERB,455
enough_ADJ,455
after_CONJ,454
eye_SUBST,454
hot_ADJ,453
bedroom_SUBST,452
matter_SUBST,451
sing_VERB,450
worry_VERB,450
grow_VERB,448
meeting_SUBST,445
reason_SUBST,444
awful_ADJ,443
fire_SUBST,443
open_ADJ,443
unless_CONJ,443
seventy_ADJ,442
street_SUBST,442
wall_SUBST,442
through_ADV,440
paul_SUBST,439
learn_VERB,438
save_VERB,438
important_ADJ,437
often_ADV,434
sleep_VERB,434
wash_VERB,434
chair_SUBST,432
page_SUBST,431
term_SUBST,431
throw_VERB,431
fair_ADJ,430
until_CONJ,430
glass_SUBST,429
reckon_VERB,427
straight_ADV,427
short_ADJ,426
thursday_SUBST,426
rest_SUBST,424
lots_PRON,422
cat_SUBST,421
go_SUBST,421
bottom_SUBST,420
matter_VERB,420
stupid_ADJ,419
drink_VERB,418
husband_SUBST,417
tuesday_SUBST,417
story_SUBST,416
floor_SUBST,415
instead_ADV,415
i_SUBST,414
london_SUBST,412
along_ADV,411
early_ADV,409
fill_VERB,409
church_SUBST,408
drink_SUBST,408
member_SUBST,408
behind_PREP,407
pass_VERB,407
teacher_SUBST,407
build_VERB,405
plan_SUBST,403
sister_SUBST,401
police_SUBST,400
most_ADV,399
evening_SUBST,398
richard_SUBST,397
training_SUBST,397
agree_VERB,396
become_VERB,396
darling_SUBST,396
difference_SUBST,395
news_SUBST,395
drop_VERB,390
tree_SUBST,389
type_SUBST,389
government_SUBST,387
brother_SUBST,386
cake_SUBST,386
market_SUBST,385
once_CONJ,385
system_SUBST,385
body_SUBST,383
coat_SUBST,382
catch_VERB,380
class_SUBST,380
hate_VERB,380
cost_VERB,379
yep_INTERJ,379
r_SUBST,378
eighteen_ADJ,377
since_CONJ,377
everyone_PRON,376
michael_SUBST,376
near_PREP,376
oxford_SUBST,376
cover_VERB,374
fox_SUBST,373
county_SUBST,371
size_SUBST,371
lunch_SUBST,370
notice_VERB,370
terrible_ADJ,370
laugh_VERB,369
knock_VERB,368
manage_VERB,366
level_SUBST,365
check_VERB,364
mention_VERB,364
upstairs_ADV,363
wish_VERB,362
around_PREP,361
call_SUBST,361
imagine_VERB,361
british_ADJ,360
silly_ADJ,360
extra_ADJ,359
quick_ADJ,359
bear_VERB,357
far_ADJ,357
normally_ADV,357
centre_SUBST,356
ought_VERB,356
green_ADJ,355
against_PREP,353
early_ADJ,353
machine_SUBST,351
g_SUBST,349
policy_SUBST,349
programme_SUBST,349
definitely_ADV,348
quid_SUBST,348
conversation_SUBST,346
worth_PREP,346
special_ADJ,345
egg_SUBST,344
health_SUBST,344
figure_SUBST,343
situation_SUBST,343
blue_ADJ,342
although_CONJ,341
beautiful_ADJ,340
need_SUBST,340
anyone_PRON,339
record_VERB,339
war_SUBST,339
real_ADJ,338
change_SUBST,337
chocolate_SUBST,336
interesting_ADJ,336
bottle_SUBST,335
game_SUBST,335
park_SUBST,334
video_SUBST,334
ann_SUBST,331
feed_VERB,331
otherwise_ADV,331
low_ADJ,330
fit_VERB,328
large_ADJ,328
while_SUBST,328
amount_SUBST,327
chance_SUBST,327
poor_ADJ,327
charlotte_SUBST,326
information_SUBST,326
fish_SUBST,325
shoe_SUBST,325
james_SUBST,324
well_ADJ,324
during_PREP,323
till_CONJ,321
certain_ADJ,320
within_PREP,320
clean_VERB,319
film_SUBST,319
milk_SUBST,319
horrible_ADJ,318
main_ADJ,318
list_SUBST,317
warm_ADJ,317
bank_SUBST,316
middle_SUBST,316
order_SUBST,316
board_SUBST,315
corner_SUBST,315
form_SUBST,313
third_ADJ,313
bath_SUBST,312
push_VERB,312
wife_SUBST,312
busy_ADJ,311
clothes_SUBST,311
depend_VERB,311
horse_SUBST,311
afford_VERB,310
computer_SUBST,310
cook_VERB,310
percent_SUBST,310
hit_VERB,308
join_VERB,307
college_SUBST,304
okay_ADJ,304
parent_SUBST,304
provide_VERB,304
union_SUBST,304
hurt_VERB,303
particular_ADJ,303
staff_SUBST,303
train_SUBST,303
city_SUBST,302
present_SUBST,302
biscuit_SUBST,301
h_SUBST,301
less_ADV,301
anywhere_ADV,300
free_ADJ,300
ours_PRON,299
sick_ADJ,299
hall_SUBST,298
date_SUBST,296
television_SUBST,295
u_SUBST,295
view_SUBST,295
course_ADV,294
d_SUBST,294
draw_VERB,293
jane_SUBST,293
note_SUBST,293
post_SUBST,292
though_CONJ,292
pair_SUBST,291
collect_VERB,290
summer_SUBST,290
n_SUBST,289
dave_SUBST,288
meal_SUBST,288
national_ADJ,288
peter_SUBST,288
tim_SUBST,288
daughter_SUBST,287
kill_VERB,287
court_SUBST,286
especially_ADV,286
chris_SUBST,285
expensive_ADJ,285
station_SUBST,285
tired_ADJ,285
wood_SUBST,284
music_SUBST,283
dear_ADJ,282
pretty_ADV,281
themselves_PRON,281
end_VERB,280
mile_SUBST,280
officer_SUBST,280
general_ADJ,279
half_SUBST,278
building_SUBST,277
answer_SUBST,276
apparently_ADV,276
choose_VERB,276
flower_SUBST,276
odd_ADJ,276
son_SUBST,276
club_SUBST,275
properly_ADV,275
chicken_SUBST,273
hey_INTERJ,273
possible_ADJ,273
brilliant_ADJ,272
deal_VERB,272
jump_VERB,271
like_CONJ,271
sense_SUBST,271
arm_SUBST,270
front_ADJ,270
bread_SUBST,269
million_ADJ,269
lie_VERB,268
quickly_ADV,268
south_SUBST,268
pence_SUBST,266
realize_VERB,266
secretary_SUBST,266
bloke_SUBST,265
committee_SUBST,265
marry_VERB,264
v_SUBST,264
close_VERB,263
sixteen_ADJ,263
example_SUBST,262
toilet_SUBST,262
outside_ADV,261
tape_VERB,261
f_SUBST,260
fourteen_ADJ,260
particularly_ADV,260
shit_SUBST,260
jonathan_SUBST,259
washing_SUBST,258
wonderful_ADJ,258
key_SUBST,257
almost_ADV,255
margaret_SUBST,254
emma_SUBST,253
follow_VERB,253
weather_SUBST,252
bar_SUBST,251
careful_ADJ,251
chip_SUBST,251
finger_SUBST,251
forward_ADV,251
basically_ADV,250
rate_SUBST,250
clear_ADJ,249
double_ADJ,249
insurance_SUBST,249
interest_SUBST,249
dead_ADJ,248
until_PREP,248
care_VERB,247
cause_VERB,247
language_SUBST,247
suggest_VERB,247
tax_SUBST,247
begin_VERB,246
strong_ADJ,246
answer_VERB,245
both_ADV,245
himself_PRON,244
none_PRON,244
apart_ADV,243
lad_SUBST,243
potato_SUBST,243
add_VERB,241
cheese_SUBST,240
interested_ADJ,240
issue_SUBST,240
june_SUBST,240
manager_SUBST,240
pen_SUBST,240
ring_SUBST,239
shopping_SUBST,238
site_SUBST,238
team_SUBST,238
meat_SUBST,237
teach_VERB,237
towards_PREP,237
fancy_VERB,236
mouth_SUBST,236
plus_PREP,236
onto_PREP,235
blow_VERB,234
explain_VERB,234
jim_SUBST,234
help_SUBST,232
pretty_ADJ,232
rid_VERB,232
telephone_SUBST,232
bird_SUBST,231
brian_SUBST,231
cost_SUBST,231
heart_SUBST,231
telly_SUBST,231
carpet_SUBST,230
lucky_ADJ,230
geoff_SUBST,229
george_SUBST,229
heavy_ADJ,229
wee_ADJ,229
york_SUBST,229
completely_ADV,228
fairly_ADV,227
air_SUBST,226
concerned_ADJ,226
north_SUBST,226
quiet_ADJ,226
cream_SUBST,225
glad_ADJ,225
radio_SUBST,225
decision_SUBST,224
state_SUBST,224
clean_ADJ,223
martin_SUBST,223
touch_VERB,223
voice_SUBST,223
dark_ADJ,222
stage_SUBST,221
actual_ADJ,220
education_SUBST,220
w_SUBST,220
gas_SUBST,219
grandma_SUBST,219
play_SUBST,219
support_VERB,219
tony_SUBST,219
consider_VERB,218
offer_VERB,218
plenty_PRON,218
bathroom_SUBST,217
cupboard_SUBST,217
married_ADJ,217
nurse_SUBST,217
set_SUBST,217
community_SUBST,216
rubbish_SUBST,216
worried_ADJ,216
authority_SUBST,215
dry_ADJ,215
k_SUBST,215
proper_ADJ,215
student_SUBST,215
twice_ADV,215
urgh_INTERJ,215
beginning_SUBST,214
experience_SUBST,214
indeed_ADV,214
lay_VERB,214
since_PREP,214
blood_SUBST,213
cor_INTERJ,213
pub_SUBST,213
shout_VERB,213
top_ADJ,213
mary_SUBST,212
second_SUBST,212
sugar_SUBST,212
used_ADJ,212
weight_SUBST,212
totally_ADV,211
use_SUBST,211
normal_ADJ,210
stairs_SUBST,210
christopher_SUBST,208
honestly_ADV,208
right_SUBST,208
space_SUBST,208
stone_SUBST,208
thick_ADJ,208
trade_SUBST,208
boat_SUBST,207
hm_INTERJ,207
along_PREP,206
position_SUBST,206
thirteen_ADJ,206
garage_SUBST,205
pleased_ADJ,205
power_SUBST,205
test_SUBST,205
ground_SUBST,204
labour_ADJ,204
mad_ADJ,204
record_SUBST,204
cope_VERB,203
tooth_SUBST,203
wedding_SUBST,203
animal_SUBST,201
ear_SUBST,201
further/far_ADV,201
neil_SUBST,201
nose_SUBST,201
outside_PREP,201
tin_SUBST,201
accept_VERB,200
client_SUBST,200
conference_SUBST,200
hole_SUBST,200
involve_VERB,200
steve_SUBST,200
andrew_SUBST,199
charge_VERB,199
